sentiment	message
1	Friday Night Lights with Mitt! http://tinyurl.com/agvuckm  tcot tlot bcot ccot gop nra ocra sgp teaparty twisters breitbart Israel
2	leaving for Germany tomorrow : I keep repeating it to myself , somebody pinch me !
1	Nick Diaz may be suspended, but his manager is trying to set up his next fight, saying a match with Josh Koscheck... http://fb.me/1sNXTXpfM 
0	Bale doesnt celebrate his goal but races over cuddling Dempsey on the 2nd. Illustrates perfectly the bullshitting spotlight whores they are.
2	PRESEASON! BASKETBALL! kubball MT @DarnellMayberry Cole Aldrich will start in place of Kendrick Perkins against the Rockets tomorrow night.
0	Sunday is turning out to be the day when i play Temple Run. Social life is a joke only. Forever alone lvl 100000000.
1	@MrDDyer Mate, how are you lads enjoying Andy Carroll over there? Can we have him back in January? We re a bit desperate!
1	Sad times when visiting hours are over. But @fastestfruit brought my sketching materials to me so now I’m doing an Arrow sketch!
1	Our @YepRoc 15 celebration continues with this long interview with Jim White, who plays Sat. at Cats Cradle for YR15. http://blurt-online.com/features/view/1242/ …
2	Saturday s UFC on Fuel TV looks a lot better than the scheduled undercard of UFC 151. No surprise 151 got cancelled. http://www.ufc.com/event/FUEL5/fight …
1	@StuartHouston_7 you coming to Steph s bruv?
0	stop that my dude...@KButter5: dook football, even the sun shines on a dog s a$$ some days. UNC
1	Dollar gains on euro amid Greek woes: New York - The euro sagged against the dollar on Thursday as the revised G... http://bit.ly/Tg8Swv 
1	@KolaptimusPrime He bet me 5 bucks the Lions would make the Superbowl, and he also thinks the Superbowl is on Monday
0	Big mix up people, Channing Tatum is not here, it s just Anthonee Bercik, autographs tomorrow.
1	Tomorrow im doing a poll at 5pm-Which series of Dancing on ice is ur fave The celeb+pro that won the series will get a shoutout
1	@achare3 so what s the plan for tonight?
1	I think Ryan Reynolds  1st action role was in Green Lantern...it shows in Safe House, he isnt used to it
0	Born in February close to Valentines. Through all the heart pains I still look for Love guess Imma always b crazy
0	I realize Bellamy is a freshman QB but the play selection leaves a lot to be desired, option toss on 3rd and 7 CmonMan
2	Rare, 300kg meteorite discovered in Poland, biggest in Eastern Europe and may provide clues about Earth s core: http://bit.ly/VGCpiT 
1	Tomorrow Channel 4 is 30 years old. Presenting the Channel 4 spotify playlist. What do you remember? http://sptfy.com/nn  channel4
1	@aaronlinzy Hello Aaron, will you be with Israel tomorrow night?
0	Thursday just aren t as exciting now Waterloo Road has stopped
1	@Richie_Fenners @ben_jamin_whit how did last Sunday go lads. You won it yet⛳
1	POTUS was here in Boulder today, with the same old stump speech. Meanwhile, in Staten Island, his Lower 9th Ward: http://www.nydailynews.com/new-york/staten-island-residents-plead-article-1.1195599 …
1	Kaya punya uang aje ! :p RT: @goal_intl: AC Milan reportedly want Miralem Pjanic to join the San Siro in January (Corriere dello Sport)
1	I think Joe Paterno went for it on 4th down twice in 40 years. PennState has gone for it on 4th down twice today. DizzyInHappyValley
2	Smashing FIFA atm won the Capital One Cup,1st in the league and in the finals of the F.A Cup and Champions League
2	If San Antonio continues to play like they did tonight with little help from Parker in the 1st half & no Ginobili, it ll be a great season!
1	We get to dress up in Halloween costumes on Wednesday. Sophia Grace and Rosie in the building ladies and gentleman.
1	We are going to walk in memory of victims of violence. I need 25 names to match the 25 miles we are walking tomorrow - Tweet them Walk
2	@CoryJane1080: ALL ABOARD... 1st flight to Hong Kong then off to the UK from there.. Tweet_Yah_Later enjoy
2	Very excited about OUR CONCERT in The Royal Theatre, Mayo, TOMORROW NIGHT
2	I wouldn t be surprised if Lowry had a couple of triple-doubles this season. raptors rtz
1	Rugby fest at Padang: November 01, 2012 3:54 PMTOP class rugby action will take place at the Padang from Friday,... http://bit.ly/Spalk7 
1	Rivers throw a pick on 3rd and goal. Everyone here thought they would run the ball. Bolts lead 10-0 at half.
0	Someone come to Stamford Bridge with me and individually slap every single human in the stadium.
1	On Wednesday, October 24, Season 3 American Idol contestant Jennifer Hudson channeled the upcoming holiday when ... http://bit.ly/Xq1i6b 
0	Las Vegas is my 3rd home and I ll be there after the election but The Wynn just lost my business after the bogus Obama comments.
1	@Joseillest are you really posting those videos? Lmao
0	Why every time twitter email me saying we found pple you may know its a bunch of niggas....where the hoes at @Twitter ?
2	All Ricky Martin s fans interested in joining SIPs, you are welcome to do so. Theme Mustache 20oct Sat tag under SexySoulsInterestingPics
2	Love it when you have Bale first scorer, 2nd time in a week loveit
1	Watching this Drew Peterson movie on lifetime just to spark conversation in Miss Mapes class tomorrow @Myles_Collier21 @nia_girlBOW
1	Trip to Fredonia in the works for this Friday. Looking to play on Valentine s new table. Msg me for more details.
1	Tomorrow she is @RTEDigital reporter at Davos for Geeks. Perhaps she ll bring us home an internet gazillionaire instead pic.twitter.com/YWhYslaV
1	ESPN- Indians fire manager Acta with six games left: The Cleveland Indians fired manager Manny Acta on Thursday,... http://es.pn/TI5LlG 
2	Thank you to all of our parents& guidance staff for our annual Academic Signing Day on Thursday! I ll post photos soon!
0	@BieberAndHazza WHAT? :D
2	Scorcher Fest returns to the Duke again for a huge day of LIVE music! This years RECORD 180 ACTS! Sunday 18th... http://fb.me/2dmZ5hepW 
2	Game 3 tomorrow!!! I m excited in this shit than the coming pro bowl haha
1	Bill Murray: Yeah, on Monday I am off to meet Infinity Ward about the next game, Modern Warfare 4, Im doing work on the sequel to MW3
2	Sat here with a cuppa coffee, watching Jeremy Kyle with @susancallinanxD lovely
1	I want to watch The Vow, so guess whose gonna watch that tomorrow night,.with tissues?! ---->>> Thiss girl :))
1	@pushplayjt the @okcthunder should have traded @JHarden13 for Monta Ellis and 1st round pick... smh bucks thunde bemilwaukee BucksPride
0	Relax on Forbath.. Just had a text and trying to get confirmation. Until conformation comes Cundiff still the kicker.
0	She said that some day soon, the sun was gonna shine. And she...couldn t have been more wrong! My Valentine.
1	I think I may know the story of the party nail. Salina Gomez jammed her finger the night before the Grammy awards. I rock a party toe today!
2	Jeremy Lin was a +23 for Rockets in his debut. That s the 2nd-best plus-minus for him in any game in his career.
2	First the Superbowl now Revel will finally be released on DVD on Nov 24th! My day is complete!!!! Oh how I love my Bey
1	I am going home tonight and sleeping until about 5:30 pm tomorrow, just in time to get to Durham for the Duke game.
2	Safe and sound at FLIBS We ll be all over the docks tomorrow!
2	I ve just been invited to speak at the World Economic Forum in Davos (@davos) this January. Thrilled and honored. http://bit.ly/QG9KIp 
2	just watched Dream High 2 episode 1, I ll watch it tomorrow for next episode :D ..
0	awwww shit I still got some new Amsterdam in the fridge. mmhmm tomorrow after work ima need that before I go out
0	@sherbetgal yeah xmas eve 2011 rabbit. Your girl is a rabbit or dragon? :) Me and hubby are lao lang liao, so need to jia you for 2014, LOL.
2	Yes, us tonight! blogger19 brizofw tk you @brizo for another fab event, more presents too! I need an extra suitcase! pic.twitter.com/ijwnmjrv
2	@WillBlackWriter Thank you for the follow. Interesting book you have in Amazon, think I may check it out ;)
0	If they play New Born tomorrow instead of SS I will throw one of the mouldy donuts in the flat at Bellamy and his shitey roulette wheel
2	@ChemicalJericho @xCescaCenax yeah, yeah, your armor is better in every way, and your lariats are better than mine too. =p
1	on February 13th. Desperation Day A magical night, when a ten has the self-esteem of a four and the depraved enthusiasm of a two. :bd
2	@thehawk38 I smell a 2nd PRO BOWL for my boy! Best safety in the league! Shout out for that solid legal hit! TheHawk4ProBowl
2	Lol the Deadskins just signed another kicker
1	@fckyeahalyssa aye mah dude did you tell alondraa abouut going to the bell game tomorrow?
2	Ben Amos doing well @Hull .Another clean sheet. He says he s enjoying the challenge of playing regular 1st team football. MUFC
0	The last time I went trick or treating niggas told me I was too big.
1	I m not the go out type. Saturday nights are my stay up all night with the fellas on 360 night, but I think I ll dive into Paterno s bio.
2	@JaccoGardner are you in Amsterdam tomorrow Jacco?
2	SNEAK PEEK: Check out the 12 Freebies you can get at CVS on Black Friday! Link in the first comment:
2	Afterwork social @2552 S. King Dr. from 4-9 saturday. steppin,food, drinks. 5 days work and sixth day for relaxation.
1	@HockeyyInsiderr Gagner has been in trade rumours since the beginning of the year. Can t claim 1st on this one bud.
2	If you haven t seen your Good Giving Guide yet, check it out online. The Challenge starts Nov 1 - we appreciate your support!...
1	Here are the five Capital One Cup matches tonight and some potential upsets on the cards - Swindon to beat Aston Villa? http://www.bettingpro.com/category/Football/Capital-One-Cup-Tuesday-fixtures-and-preview-201210290060/ …
1	Article 54: A Bro is required to go out with his Bros on official Bro holidays; halloween, New Year s Eve, and Desperation Day (February 13)
2	Channing Tatum may not be that good of an actor but he sure as hell can dance ayyyyye
0	How are you spending your Saturday night? I m currently sitting crying my eyes out to The Vow.
1	I think my mom might buy me the box set bc i ve been bugging her about MSG and i told her i d give her $30 if she got it before november 14
1	Capello: I ll Tweak Lineup for Azerbaijan Game: Coach Fabio Capello said Monday he will tweak the Russian lineup... http://bit.ly/RsE2zk 
0	If u already seen Taken 2, tell me how was it!
2	Dress rehearsal for 11th Night. The Apollo Theatre, Shaftesbury Ave is so different from Shakespeare’s Globe. So intimate. Mustn’t shout!
1	The boys will do promo in Sweden today (November 2nd) and they will perform on Sweden XF tonight, live stream here http://www.tv4play.se/program/x-factor?video_id=2222929 …
0	Tomorrow is last day for early voting in Nevada. I am not inspired to vote early. I don t like many of the choices. Most suck balls.
2	Oingo Boingo (well, most of the band) tomorrow & Leonard Cohen on Monday. DudeImStoked
2	Harry Redknapp 2nd favourite at 7/4 to be next blackburn boss!! venkys please make this happen!!!! makeredknapparover
2	Love that James Bond montage at the end of Super Sunday by Sky
1	NBA NEWS: The New York Knicks will take on the Miami Heat at MSG on Saturday (Australian Time) in their season... http://fb.me/1mrs12uo1 
0	Can t watch Rafa s I ll be back video til the end, it s too heartbreaking :( plus it just reminded me he was up 5/1 in AO 5th set...
2	My friend @treesmellsnice is selling tickets for the Jonas Brothers concert @ Fort Canning on Monday @ $50/ticket. That s half price! RT!
0	Austin Rivers is overrated I don t see how he came out in 1st round
1	7 GRAMMYS FOR MISS SWIFT.
1	New Basics Foundation for January just listed, beginning Monday January 28th - that s right, Australia Day public... http://fb.me/24X9OtT17 
1	Andre s Wigan Warning: Wigan might currently occupy 15th place in the Premier League, but Andre Villas-Boas is w... http://bit.ly/TdkAba 
2	It s mine and @jiklopdave s 3rd year anniversary today. Hurrah!
0	Our left side is the weakness, 1st game for Young after injury and Evra.. Well Evra is Evra.
1	3rd day in a row catching my mom watching Sophia grace and Rosie obsessed shelikesrosie seriousfan
2	A1 Live in Cebu at the Waterfront Cebu Hotel and Casino on November 23 http://cebufinest.com/a1-live-in-cebu-at-the-waterfront-cebu-hotel-and-casino-on-november-23/ … CebuFinest
2	@IBGDRGN Today is our Chinese July 7th Valentine s day I hope you will soon find you that she wishes you to be happy Happy Valentine s Day
1	Sat here watching Celebrity Juice again 3rd time today with my mum.
1	@SML_hulltiger who did queen follow at live aid
2	Wearing my Jedpower band to football today. We haven t won away since January. Let s see how it goes. :d @planetjedward
2	YAY!!! We are front page on Will Ferrell s Funny or Die for the 24th time! Check it out!... http://fb.me/2uvQlqRcc 
1	Typing with cannula in back of hand is tricky. And a bit ouchy. But I tweet on nonetheless! babysteps pregnancy hospital vom thisblows
2	Higgins Great experience for the young group and to meet with Premier League teams a real highlight Very young squad to play on Sat
1	Bucks backcourt mates Brandon Jennings and Monta Ellis had a little brother-big brother talk on Sunday, as Jennings described it.
1	@KButter5: dook football, even the sun shines on a dog s a$$ some days. UNC Dook...
1	YOOOO @ItzLavz & @_Beeniee If Niggas In Paris comes on more than once on the 26th, might have to plank for whole night...
2	The 10th Annual Colossal Castle Contest has begun!: The Colossal Castle Contest is one of the longest running L... http://bit.ly/Y8gzsB 
0	They should make february 13th Desperation Day.
0	It seem like it s NATIONAL KISSING DAY every other THURSDAY! Who tf made that shit up??!
1	So chapman may practice this week? Great news, but not getting hopes up yet
1	@Remi_Walker you still watching?
1	Georgetown playing JMU in secret scrimmage on Saturday while GMU does the same at Marquette. http://cbsprt.co/YnOAEA  (h/t @gmuhoops )
0	Harry Redknapp tells ESPN that rumours he has an interview with Blackburn on Tuesday are wide of the mark: No chance, I am playing golf!
1	I m 59. My generation of Jews is liberal, not leftist which is why BHO runs at 70% plus among Jews and Jill Stein s support is near zero
2	@hamdahussein She ll learn lol
2	@CodySIO Im so excited for when you come to Northern Lights on the 27th it will probably make my life.
1	Gibbs is not fit for Sat lool I m saying 4-1
2	Wow my last RT. It s only been 4 years since Verm s arrival. He s now Captain and will make his 100th start for AFC on Sat. Time flies.
2	Goodnight bots! Tomorrow remember 106 & Park, MOBO Twitter chat, and David Letterman with @RitaOra! Good day for the Bots!
1	Sat waiting for the bus trying to beat my high score on Temple Run justbecause
2	Ed Sheeran fucking loves Minnesota tho by the end of his Taylor swift concert, it will be his 7th time performing here, 4 of them in 1 year
2	Rooting for the Lions tonight. Why? Why not?
1	This next Superbowl is on my (21st) birthday. Random fact of the day.
1	Two worst players in plus/minus right now for OKC are Serge Ibaka and Kendrick Perkins. Stat may be soft, but it matches the eyes.
0	Count day tomorrow shouldnt even GO ! Winans is CRAZY -_-
0	Ghost Rider 2 is some bullshit smh it will be back in the red box tomorrow
1	Endymion for the 4th time i blieve.! ahaha TeamOrjan CLHRDay
1	Off to bed with sexy Mr man, tomorrow morning watch out Galveston here we come just made 100 jello shots
2	Birthday Cake is gonna be the song leading us into 4th quarter, count it.
1	If U live near Long Beach consider going to @Parkcrest Church 2 hear @bobrobertsjr Sat @6 or Sun @830/10/1130 BoldAsLove @Vision360LB
0	If Price fights either Klitschko, they ll definitely not want him wearing 10 ouncers. May as well be bare knuckle. price
2	ok Im off twitter for the night til tomorrow Bomb Squad enjoy ur night love you much!
2	Thinking Thursday: Your affectionate WORSHIP will lead you into effective WARFARE! ~Narda Goodson, 2012 Narda s Nuggets
2	Kudos for the gang @wsj, getting papers out again in NYC today where there s no power or Internet access pic.twitter.com/wB9bB1L3
1	3 hrs to go before the 2nd to the last episode! Wherever You Are Josh Bradley | David Archuleta In Nandito Ako | Alwyn Ana RS In TV5 Manila
1	Imma need Brook Lopez to get more aggressive on the boards. 7 feet tall, c mon son
2	Bulls season tips off Wednesday night vs Sacramento Kings. Excited is not the word.
2	Had a good day overall :) Can t wait for tomorrow to see the kids dressed up and Zachary !!
2	@plumpyTM Getting my Xbox back tomorrow! Honestly can t wait! - My friends wants a competitive 3v3, see if Cole is up for it man!
1	SASA will be having the first ever Bhangra Bootcamp on November 7th - 10pm at CIF! Only $5 to learn from our very own NACS 2012 Champions!
0	Centre suffering from  policy paralysis , alleges Jayalalithaa: Jayalalithaa on Tuesday charged the UPA go... http://bit.ly/P84izT  News
2	Eric Arc Elliott may be the best rapper in Flatbush ZOMBiES.
2	When people complain about their relationships.< some of us don t even have someone else so shut up.
1	Red delays new price anouncement till tomorrow 6PM. Sounds like they want to dig for Sony prices some more.
1	July 8th... It s goin down at DAR Constitution Hall... I m gonna make this last part rhyme... MB Y ALL!!!!!
1	@sarafinaab @Adesto Stasera ho guadato due film -  Bel Ami  con Robert pattinson, qual e stato cosi :/ e la seconda film- the ides of march
2	Scott & Evelyn Swanson, both work for FEMA. Happy to host trick-treaters tonight, Evelyn heads out tomorrow http://instagr.am/p/Rd0qwekroj/ 
2	File under Affirmations Best Left Unpursued... RT “@twhiddleston: @RobertEmms The last minute and a half of Plowing gets me every time!”
2	Cant wait to move to Hawaii this Saturday! Promotion, New townhouse, new car & with myKING... Definitely a happy girl :)
1	Elaborate bruh RT @Von_Illy: 2K just did the most, the fuckery is real on there...
0	Ghost Rider 2 s a bad movie compared to the 1st.
2	when the best talent is on internship...... @temasekpoly: Sony is coming to TP this Friday to look for student talents!
2	Okay, okay...Saturday OT just became worth it...someone came with Porto s cheese rolls! YUM!
1	Oh and being the weird person I am ok going down to Starkville late Friday night @662King
1	Westbound into the U.S.- ongoing bridge inspection- construction - may be delays - Eastbound into Canada- Trucks No delay -cars no delay
1	JR Smith wanna be a starter so damn bad lol, nigga said 6th Man of the Year Award is not what he s thinking about
1	Today s future of news wood: free Hawkeye Lego toy on the cover of Murdoch s Sun http://pinterest.com/pin/118008452707468658/ …
2	Rocking out to Good Girl by @carrieunderwood at the gym. How exactly does one rock out while on a treadmill, you may ask? Well, it involves
1	Parma s 3-1 v Roma: Biabiany was offside on the 1st pass attempt, but the ball stopped on the wet pitch and he received the ball on 2nd one!
1	Jennifer Aniston & Drew Barrymore: Fill In The Blank!: At the 2012 LACMA Art + Film Gala on Sat... http://adf.ly/EA8Hn  Hollywood news
2	@HABraCHadabra don t think he d be a bust as long as dumb ass expectations remain where they should. No more GUY GUY GUY GUY chants.
1	i think she said shes coming to alsip tomorrow *begins texts all my ladies*
1	I shouldve went to the Packhouse tonight, I had nobody to go with tho -_-
2	AHHHHH just got Lauren s email!!! We are going to snap tomorrow beready
1	ASTROLOGY NUMEROLOGY NOW host Z. STARMAN talks about the upcoming MERCURY RETROGRADE that begins November 6th -... http://fb.me/1Js9Vmn1o 
1	Bring it On CD signing and performance event w @Lin_Manuel tomorrow at 300pm. Barnes and Noble on 86th and Lexington in Manhattsn:-)
1	Club Bodi may be out the question tonight
2	They say you are what you eat, but it s Friday and I don t care! TGIF (@ Ogalo Crows Nest) http://4sq.com/R1YJSN 
1	http://bit.ly/b6bkTH  Haye: Vitali deal  signed : David Haye still expects a fight with Vita... http://bit.ly/RCJgbM  CLICK-1st-LINK! 2WIN
1	If you live in the South Orlando area, be on the lookout. @Wawa has its 6th site opening on October 30th near the Florida Mall!
2	Hey everyone! Who s excited for Cosplay Casino Night tomorrow?! It s in the Center for Social Justice, at our... http://fb.me/2yexYvRtS 
0	Ghost Rider 2 is pretty shit.. I liked the 1st one in all honesty but the 2nd is badly directed.. the shaky camera style is disorientating
1	How much is it to get film developed at Walgreens? Anyone know? C mon I m your boi
0	NEW SHIT 10 Things to Know for Friday: The U.S. Postal Service, on the brink of default on a second... http://bit.ly/SHGhDu  NEW SWAG
2	Heat vs Knicks gone be the best series in the 1st round..
1	I m going to Halestorm at Backstage Live in San Antonio, TX - Nov 10 http://bnds.in/Ou2CiH 
2	10 PS4 launch games wed love to see. These are our hopes & dreams Sony, be gentle with them: OPM: A new console ... http://bit.ly/YajmSc 
1	Playstation Vita ordered. I should have it on Tuesday and then LBPV the Tuesday after that. :)
0	Man, I m sorry for the death of MR.MITCH LUCKER. May he rest in PEACE.
1	nickelodeon slimefest is on saturday 15th of September at the Hordern Pavilion near moore park feat. justice crew, stan walker and many more
1	Jinja Safari have Hiccups, catch them live this Thursday with Opossom and White Arrows on the Blind Date Tour http://ow.ly/cUYWt 
2	Just met with CJ, banjo player in @MatrimonyBand! Come out to Neighborhood Theatre on June 23rd for the concert! You won t want to miss it!!
1	Are U in NY? Do U want freedom for Khader Adnan? Are U awesome? If so, U better be at the rally in NY, Feb 20 4:30-7:30 at Israeli embassy
1	Raleigh and Fayette Counties have been added to the Winter Storm Watch from late Sunday to late Tuesday. Higher... http://fb.me/1nqu98H2X 
1	Mass tomorrow then Retreat Friday with da homie @bradychant
1	Well, monsoon coming in from the North and the Bomb Squad down in Midtown on the 15th. Time to go.
2	Tomorrow is going to be an easy day. Just show my bib cards for Eng which will be like 25 mins since I m LAST then get my test back in math
1	Hey! Lauren (clarinet!) would like you all to know about this event hosted by BRIC! Hey everyone, so on Sunday,... http://fb.me/268bok1aA 
1	Now gotta wait for Friday for the Knicks first game 3seed
1	Oh. Surprise? RT @NICKIMINAJ: The VAVAVOOM video premieres tomorrow on E! NEWS @ 7pm
2	Eskimos signed Swayze Waters on Jun 24. Released him on July 10. CFL
2	Someday I ll have a party and that party ll be named Angelo s 18th yes after 2 more years. I just turned Sixteen and I m a college student
1	On Thursday over fifty countries and international organisations will come together for the London Conference on... http://fb.me/JZlsET1t 
2	Damn. I would totally buy the Sun for this. @michaelroston: Future of news again: Free Hawkeye Lego with Murdoch s Sun http://pinterest.com/pin/118008452707468663/ …
0	@WSJ: The U.S. Postal Service reported a $5.2 billion quarterly loss, says it is nearly out of cash.<-- Sat mail will be gone very soon...
1	haven t watched TTOA with Eng Sub yet. gotta sleep now. gonna watch it tomorrow. (~O~)zZ Gud nite tlist.
1	played the song  Ain t No Need To Worry (Album Version)  by THE WINANS on @myspace http://lnk.ms/X9241 
2	Our SE member the Alresford Community Choir to share the stage with Brit Award winning @TheBandBlake on Sep 15 @TRwinchester. How exciting!
0	Nobel Peace laureate Jose Ramos-Horta warned Monday that Syria risked becoming a new Somalia as he voiced pessim ... http://tf.to/a7bF6 
2	I m excited for Riri s 7th studio album Unapologetic See the album cover: pic.twitter.com/75sWc2pd
2	Oh my con-ed automated is saying 8 more days for my area. No to the way!
2	Every Thursday I fall more and more in love with Maya Rudolph
1	Open Dialog is cosponsoring with GLOBES to present to you Searching for Social Justice next Wednesday at 6pm. http://fb.me/K5jLTghb 
1	WednesdayWisdom from the old @OzingaRMC Alsip Sign: Do it now, since it will be yesterday tomorrow. pic.twitter.com/Vc9dxiwJ
1	gunna snow. WC says Winter Storm Watch till 5pm tomorrow .. it was 80*F yesterday
2	@alfredoflores follow @amandawanxo and meet her on NOVEMBER 26. she deserves to meet you,crew & justin. She ll be at the bell center at 4!.
0	extra point is no good. Its DSU 28, Morgan State 20 with 5:02 left in the 3rd quarter.
1	I think Matty may have just implied that Max is doing a Christmas song. Or Lulu. Or Durston.
2	I have tkts to see Plan B next Feb- he has already announced his support acts- Labrinth and Rudimental!!!!this news has made me tres happy
1	@Jadeybugg4 if you get ungrounded tomorrow go to Lauren s birthday kickback
2	Three times Grammy nominated, Brit Award nominee and Ivor Novella winner Joan Armatrading takes to the stage on Sunday! http://www.goh.co.uk/joan-armatrading …
1	im spending my hole friday wit bo we gone blow sme keisha nd grab a pack of blacks nd watch the battle of lebron career vs. CARMELO ANTHONY
1	Congrats! Enjoy! RT @Cardboard_Blake @CaraCarriveau @1019MIXChciago Thanks for the tickets today!!! Very excited for next week!!!
1	Scrubbin to the max tomorrow cause I gotta work out and leave for a game.
1	Oh, Starbucks! Please pop out anywhere in ZC. May it be in Vitali! I ll fly!
0	i keep thinking about the fact that MMG will be in lexington on saturday and i won t be there:(((((
1	Who starts at QB on Friday? I d play Nichols. Have said that all year. He had a big Q4 with key targets and has already played Calgary.
1	Mitt Romney s terrifyingly spooky positions on women s rights in one pic: http://twitpic.com/b93f3t 
1	White Arrows play The Earl on OCTOBER 9TH with Family of the Year and The New Cassettes. DON T MISS THIS. http://fb.me/1C5fV8W7p 
2	Volunteering 4 the Obama campaign this AM! But I keep waitin 4 Olivia to come in yelling Super Tuesday is coming people! @KerryWashington
1	Anonymous  WikiLeaks like Project Tyler to Launch in December: A hacker, who claims to be a member of the hackin... http://bit.ly/XXL9US 
1	Going to 3MPH: a Woman s Walk Around the ... at Chautauqua Community House on Mon, Nov 12 http://zvents.com/e/JgmeX/1V 
2	Erotic Asphyxiation, Evanescence, Strip Clubs and Kaaba have been the topics of my discussions today! Happy Friday?!
2	@sue_bryce hey sue. So excited to see you at WPPI U tomorrow. We re coming don Canada and would love to buy you a drink. @catG_photo
1	RiderAlert Expo Line Power Rail Test Sun/Oct21 start of service to 12pm delays up to 15 mins. Eastbound track route change near Edmonds^ab
1	Tyga s Careless World moving down five spots to No. 48 with 8,300. Headed into his 10th week, the YMCB rapper s LP has sold 199,400 records.
1	on my YM shit right now. just finished listening to I Am Not A Human Being. now going onto Pink Friday. after this, hello Careless World.
1	And the Monstography bidding begins... Silent auction closes Tuesday 20th 8pm. Who will be NZ s next top Mon http://instagr.am/p/Re3y94mJVK/ 
1	Its Thursdayyyyy so it s ladies night @IconsGrille come out and get your thirsty Thursday on with the Bomb Squad!!!!
1	Oct 9 1888 The Washington Monument officially opened to the general public. Have you been to visit?
1	Today: Sefton v @AlderCC HOME 12noon - including President s Day; 2nd XI v @newtoncricket Away 12.45pm. Let s hope the forecast s wrong!
2	Brandon Weeden is going to be a player someday. He s not right now - Ron Jaworski just now on Sunday NFL Countdown countdowntokickoff
1	S/o to one of my clients for the season ticks! SATURDAY WE ARE LIVE IN LEXINGTON LEVELS http://instagr.am/p/RgVaBxM3LR/ 
1	Mexican LLWS pitcher just let up 7 ER in the 1st inning. Sign him up for the Gary Carter Memorial Team@ryanpmacd @getfertlized4 @GrizzDalton
1	@mw55 what do you expect Thursday? Are you going to pull out that Mikey Magic on Duels day again? hopeso
2	@swamy39 U proved to be a better scriptwriter than Shazia Ilmi. Ramdev will end fast or move to Ramlila where he has permission till 30 Aug
1	@RockstarGames Bring GTA3/Vice City 10th Anniversaries to the PS Vita!
2	Im embracing the oversized sun glass look with my new glasses. They are too awesome not to. I feel like Jackie O:)
0	@burko77_ @jonbrier FAI are possibly the biggest bunch of idiots ever
1	Watch live streaming video of the Pancake Day activities tomorrow at http://www.dailyiowegian.com/live ! Make sure you... http://fb.me/1exf6ZtRd 
1	Stoked. pic.twitter.com/9TrE7Ljc
2	Other than lemon tea&lemonade. Coke &Pepsi are my 2nd favorites. As unhealthy they are, i cant/wont stop drinking them,they re just so good
1	Queen is worried about Black M.Hence Mumbai Riot SeeMSM lies thin crowd @ Ramlila on 3rd day:http://www.firstpost.com/india/ramdev-defers-big-revolutionary-announcement-till-sunday-414975.html?utm_source=storypage … n http://www.ibtl.in/column/1286/the-power-of-people-ramlila-maidan …
0	Francesco Totti thinks Roma will be unable to catch Juventus & wants the SerieA side to aim for 3rd this season http://bit.ly/U07VNi 
2	I m looking for a great Zulu teacher for my preschool kids and a couple of their friends. Contact driver dot aurelia at gmail dot com.
1	@Q98Rocks Presents: DETHKLOK with MACHINE HEAD, ALL THAT REMAINS, and BLACK DAHLIA MURDER! TUESDAY, NOVEMBER 13TH AT THE VENUE AT THE HUB!
1	One more day left in Iqaluit. Back home in Ottawa tomorrow
2	Monday at Town Ballroom: RICHIE HAWTIN with LOCO DICE. Dude is so awesome. Tix still avail at http://afterdarkpresents.com  http://youtu.be/05ydm0WuOaM 
0	Watched The Wiggles for the 1st time. Was embarrassed for those men & then I remembered that they are probably FILTHY RICH. parenting
1	was sat watching Degrassi then came to the realisation that Little Things will be aired in a while.
2	The Knicks got the Heat at MSG tomorrow! Gonna be tough but we got this!! knickstape GoNewYork
1	If you missed Russell on The Classic BRIT Awards 2012, don’t worry! You can catch up again this Sunday 14th October on ITV3 from 7.20pm...
0	Madison don t wipe your black lines off !! It s like Ash Wednesday, you don t wipe that shit off.
1	If I m a CiCi s buffet, these mosquitoes are going in on me like obese Catholics on the last Friday of Lent.
0	How have I missed that today is National Margarita Day?!?!? Kinda doesn t go with Ash Wednesday.....
2	Tonight s the decider -- will I be at the Garden friday night for Knicks/Heat game 6? Here s hoping for a miracle...
0	@Michael5SOS are you coming to nz tonight or tomorrow morning?? Waaa im so confused ):
1	http://bit.ly/b6bkTH  Price: I d take Vitali fight: David Price says he would fight Vitali K... http://bit.ly/PmG0QL  CLICK-1st-LINK! 2WIN
2	My Miami Heat are going to Demolish the New York Knicks tomorrow. I am from New York. But sorry knicks!!
1	Indian Ocean with @simon_reeve got 1.4m viewers on Sunday with repeated programme about Somalia. More than double much trailed show on C4.
2	Sarah G. Day pa rin talaga? Huwow! Ilang araw na ba? ;)
2	Blessed is the heart that bends, it will never be broken--- Lucas Scott Good pre-bedtime OTH after a busy day! Can t wait for tomorrow zzzz
2	Freestyle Wednesday - NP Big L, Jay Z, Mos Def, Black Thought, Eminem, Yelawolf... Love it
1	Winter Storm Watch for portions of the WDBJ7 viewing area until 8:00pm Tuesday. http://bit.ly/J98BFD 
2	About India: Auto production may end FY13 with 6% growth: CMIE - Mumbai: Automobile production, which took a... http://tinyurl.com/d652po2 
0	Ghana used 30,000 BVR kits to register 12.5-13million in THREE MONTHS. Kenya will use 15,000 BVR kits to register 18MILLION IN ONE MONTH!
